0,2.58056e-15,2.56905e-15,2.56141e-15,2.55379e-15,2.54618e-15,2.53859e-15,2.53101e-15,2.52344e-15,2.5159e-15,2.50836e-15,2.50084e-15,2.49334e-15,2.48585e-15,2.47838e-15,2.47092e-15,2.46347e-15,2.45605e-15,2.44863e-15,2.44123e-15,2.43385e-15,2.42648e-15,2.41913e-15,2.41179e-15,2.40446e-15,2.39715e-15,2.38986e-15,2.38258e-15,2.37531e-15,2.36806e-15,2.36083e-15,2.35361e-15,2.3464e-15,2.33921e-15,2.33203e-15,2.32487e-15,2.31773e-15,2.31059e-15,2.30348e-15,2.29637e-15,2.28928e-15,2.28221e-15,2.27515e-15,2.26811e-15,2.26108e-15,2.25406e-15,2.24706e-15,2.24007e-15,2.2331e-15,2.22614e-15,2.2192e-15,2.21227e-15,2.20536e-15,2.19846e-15,2.19157e-15,2.1847e-15,2.17784e-15,2.171e-15,2.16417e-15,2.15736e-15,2.15056e-15,2.14377e-15,2.137e-15,2.13025e-15,2.12351e-15,2.11678e-15,2.11006e-15,2.10336e-15,2.09668e-15,2.09001e-15,2.08335e-15,2.07671e-15,2.07008e-15,2.06347e-15,2.05686e-15,2.05028e-15,2.04371e-15,2.03715e-15,2.0306e-15,2.02407e-15,2.01756e-15,2.01106e-15,2.00457e-15,1.99809e-15,1.99163e-15,1.98519e-15,1.97876e-15,1.97234e-15,1.96593e-15,1.95954e-15,1.95317e-15,1.9468e-15,1.94045e-15,1.93412e-15,1.9278e-15,1.92149e-15,1.9152e-15,1.90892e-15,1.90265e-15,1.8964e-15,1.89016e-15,1.88393e-15,1.87772e-15,1.87152e-15,1.86534e-15,1.85917e-15,1.85301e-15,1.84687e-15,1.84074e-15,1.83462e-15,1.82852e-15,1.82243e-15,1.81636e-15,1.81029e-15,1.80425e-15,1.79821e-15,
1,2.42839e-15,2.41734e-15,2.41001e-15,2.40269e-15,2.39538e-15,2.38809e-15,2.38081e-15,2.37355e-15,2.36631e-15,2.35907e-15,2.35186e-15,2.34465e-15,2.33747e-15,2.33029e-15,2.32314e-15,2.31599e-15,2.30886e-15,2.30175e-15,2.29465e-15,2.28756e-15,2.28049e-15,2.27344e-15,2.2664e-15,2.25937e-15,2.25236e-15,2.24536e-15,2.23838e-15,2.23141e-15,2.22445e-15,2.21751e-15,2.21059e-15,2.20368e-15,2.19678e-15,2.1899e-15,2.18303e-15,2.17618e-15,2.16934e-15,2.16252e-15,2.15571e-15,2.14891e-15,2.14213e-15,2.13536e-15,2.12861e-15,2.12187e-15,2.11515e-15,2.10844e-15,2.10174e-15,2.09506e-15,2.08839e-15,2.08174e-15,2.0751e-15,2.06847e-15,2.06186e-15,2.05526e-15,2.04868e-15,2.04211e-15,2.03556e-15,2.02902e-15,2.02249e-15,2.01598e-15,2.00948e-15,2.00299e-15,1.99652e-15,1.99007e-15,1.98362e-15,1.9772e-15,1.97078e-15,1.96438e-15,1.95799e-15,1.95162e-15,1.94526e-15,1.93891e-15,1.93258e-15,1.92626e-15,1.91996e-15,1.91367e-15,1.90739e-15,1.90113e-15,1.89488e-15,1.88864e-15,1.88242e-15,1.87621e-15,1.87002e-15,1.86384e-15,1.85767e-15,1.85152e-15,1.84538e-15,1.83925e-15,1.83314e-15,1.82704e-15,1.82095e-15,1.81488e-15,1.80882e-15,1.80278e-15,1.79675e-15,1.79073e-15,1.78472e-15,1.77873e-15,1.77276e-15,1.76679e-15,1.76084e-15,1.7549e-15,1.74898e-15,1.74307e-15,1.73717e-15,1.73129e-15,1.72541e-15,1.71956e-15,1.71371e-15,1.70788e-15,1.70206e-15,1.69626e-15,1.69047e-15,1.68469e-15,1.67892e-15,
2,2.38908e-15,2.37815e-15,2.3709e-15,2.36366e-15,2.35643e-15,2.34922e-15,2.34202e-15,2.33484e-15,2.32767e-15,2.32052e-15,2.31338e-15,2.30626e-15,2.29915e-15,2.29206e-15,2.28498e-15,2.27791e-15,2.27086e-15,2.26382e-15,2.2568e-15,2.2498e-15,2.2428e-15,2.23583e-15,2.22886e-15,2.22191e-15,2.21498e-15,2.20806e-15,2.20115e-15,2.19426e-15,2.18739e-15,2.18052e-15,2.17368e-15,2.16684e-15,2.16002e-15,2.15322e-15,2.14643e-15,2.13965e-15,2.13289e-15,2.12614e-15,2.11941e-15,2.11269e-15,2.10598e-15,2.09929e-15,2.09262e-15,2.08595e-15,2.07931e-15,2.07267e-15,2.06605e-15,2.05945e-15,2.05285e-15,2.04628e-15,2.03971e-15,2.03316e-15,2.02663e-15,2.02011e-15,2.0136e-15,2.0071e-15,2.00063e-15,1.99416e-15,1.98771e-15,1.98127e-15,1.97485e-15,1.96844e-15,1.96204e-15,1.95566e-15,1.94929e-15,1.94294e-15,1.9366e-15,1.93027e-15,1.92396e-15,1.91766e-15,1.91137e-15,1.9051e-15,1.89884e-15,1.8926e-15,1.88637e-15,1.88015e-15,1.87395e-15,1.86776e-15,1.86158e-15,1.85542e-15,1.84927e-15,1.84314e-15,1.83701e-15,1.83091e-15,1.82481e-15,1.81873e-15,1.81266e-15,1.80661e-15,1.80057e-15,1.79454e-15,1.78853e-15,1.78253e-15,1.77654e-15,1.77057e-15,1.76461e-15,1.75867e-15,1.75273e-15,1.74681e-15,1.74091e-15,1.73502e-15,1.72914e-15,1.72327e-15,1.71742e-15,1.71158e-15,1.70575e-15,1.69994e-15,1.69414e-15,1.68835e-15,1.68258e-15,1.67682e-15,1.67107e-15,1.66534e-15,1.65962e-15,1.65391e-15,1.64821e-15,
3,2.47168e-15,2.46049e-15,2.45307e-15,2.44567e-15,2.43827e-15,2.4309e-15,2.42353e-15,2.41619e-15,2.40885e-15,2.40153e-15,2.39423e-15,2.38694e-15,2.37967e-15,2.37241e-15,2.36516e-15,2.35793e-15,2.35072e-15,2.34352e-15,2.33633e-15,2.32916e-15,2.32201e-15,2.31487e-15,2.30774e-15,2.30063e-15,2.29353e-15,2.28645e-15,2.27938e-15,2.27233e-15,2.26529e-15,2.25826e-15,2.25125e-15,2.24426e-15,2.23728e-15,2.23031e-15,2.22336e-15,2.21642e-15,2.2095e-15,2.20259e-15,2.1957e-15,2.18882e-15,2.18195e-15,2.1751e-15,2.16826e-15,2.16144e-15,2.15463e-15,2.14784e-15,2.14106e-15,2.1343e-15,2.12755e-15,2.12081e-15,2.11409e-15,2.10738e-15,2.10069e-15,2.09401e-15,2.08734e-15,2.08069e-15,2.07405e-15,2.06743e-15,2.06082e-15,2.05423e-15,2.04765e-15,2.04108e-15,2.03453e-15,2.02799e-15,2.02146e-15,2.01495e-15,2.00846e-15,2.00197e-15,1.99551e-15,1.98905e-15,1.98261e-15,1.97618e-15,1.96977e-15,1.96337e-15,1.95699e-15,1.95062e-15,1.94426e-15,1.93792e-15,1.93159e-15,1.92527e-15,1.91897e-15,1.91268e-15,1.9064e-15,1.90014e-15,1.8939e-15,1.88766e-15,1.88144e-15,1.87524e-15,1.86905e-15,1.86287e-15,1.8567e-15,1.85055e-15,1.84441e-15,1.83829e-15,1.83218e-15,1.82608e-15,1.82e-15,1.81393e-15,1.80787e-15,1.80183e-15,1.7958e-15,1.78978e-15,1.78378e-15,1.77779e-15,1.77181e-15,1.76585e-15,1.7599e-15,1.75397e-15,1.74805e-15,1.74214e-15,1.73624e-15,1.73036e-15,1.72449e-15,1.71863e-15,1.71279e-15,
4,2.62077e-15,2.60914e-15,2.60143e-15,2.59372e-15,2.58604e-15,2.57836e-15,2.5707e-15,2.56306e-15,2.55543e-15,2.54782e-15,2.54022e-15,2.53264e-15,2.52507e-15,2.51752e-15,2.50999e-15,2.50246e-15,2.49496e-15,2.48746e-15,2.47999e-15,2.47253e-15,2.46508e-15,2.45765e-15,2.45023e-15,2.44283e-15,2.43544e-15,2.42807e-15,2.42071e-15,2.41337e-15,2.40604e-15,2.39873e-15,2.39143e-15,2.38415e-15,2.37688e-15,2.36963e-15,2.36239e-15,2.35516e-15,2.34796e-15,2.34076e-15,2.33358e-15,2.32642e-15,2.31927e-15,2.31213e-15,2.30501e-15,2.2979e-15,2.29081e-15,2.28373e-15,2.27667e-15,2.26962e-15,2.26259e-15,2.25557e-15,2.24857e-15,2.24158e-15,2.2346e-15,2.22764e-15,2.2207e-15,2.21376e-15,2.20685e-15,2.19994e-15,2.19305e-15,2.18618e-15,2.17932e-15,2.17248e-15,2.16564e-15,2.15883e-15,2.15203e-15,2.14524e-15,2.13846e-15,2.1317e-15,2.12496e-15,2.11823e-15,2.11151e-15,2.10481e-15,2.09812e-15,2.09145e-15,2.08479e-15,2.07814e-15,2.07151e-15,2.06489e-15,2.05829e-15,2.0517e-15,2.04512e-15,2.03856e-15,2.03202e-15,2.02548e-15,2.01896e-15,2.01246e-15,2.00597e-15,1.99949e-15,1.99303e-15,1.98658e-15,1.98014e-15,1.97372e-15,1.96731e-15,1.96092e-15,1.95454e-15,1.94817e-15,1.94182e-15,1.93548e-15,1.92916e-15,1.92285e-15,1.91655e-15,1.91027e-15,1.904e-15,1.89774e-15,1.8915e-15,1.88527e-15,1.87906e-15,1.87286e-15,1.86667e-15,1.8605e-15,1.85434e-15,1.84819e-15,1.84206e-15,1.83594e-15,1.82984e-15,
5,2.40817e-15,2.39718e-15,2.38989e-15,2.38261e-15,2.37535e-15,2.3681e-15,2.36086e-15,2.35364e-15,2.34644e-15,2.33924e-15,2.33207e-15,2.32491e-15,2.31776e-15,2.31063e-15,2.30351e-15,2.2964e-15,2.28932e-15,2.28224e-15,2.27518e-15,2.26814e-15,2.26111e-15,2.25409e-15,2.24709e-15,2.2401e-15,2.23313e-15,2.22617e-15,2.21923e-15,2.2123e-15,2.20539e-15,2.19849e-15,2.1916e-15,2.18473e-15,2.17787e-15,2.17103e-15,2.1642e-15,2.15739e-15,2.15059e-15,2.14381e-15,2.13704e-15,2.13028e-15,2.12354e-15,2.11681e-15,2.1101e-15,2.1034e-15,2.09671e-15,2.09004e-15,2.08338e-15,2.07674e-15,2.07011e-15,2.0635e-15,2.0569e-15,2.05031e-15,2.04374e-15,2.03718e-15,2.03063e-15,2.0241e-15,2.01759e-15,2.01109e-15,2.0046e-15,1.99812e-15,1.99166e-15,1.98522e-15,1.97879e-15,1.97237e-15,1.96596e-15,1.95957e-15,1.9532e-15,1.94683e-15,1.94048e-15,1.93415e-15,1.92783e-15,1.92152e-15,1.91522e-15,1.90894e-15,1.90268e-15,1.89643e-15,1.89019e-15,1.88396e-15,1.87775e-15,1.87155e-15,1.86537e-15,1.8592e-15,1.85304e-15,1.8469e-15,1.84077e-15,1.83465e-15,1.82855e-15,1.82246e-15,1.81638e-15,1.81032e-15,1.80427e-15,1.79824e-15,1.79222e-15,1.78621e-15,1.78021e-15,1.77423e-15,1.76827e-15,1.76231e-15,1.75637e-15,1.75044e-15,1.74453e-15,1.73863e-15,1.73274e-15,1.72687e-15,1.721e-15,1.71516e-15,1.70932e-15,1.7035e-15,1.69769e-15,1.6919e-15,1.68612e-15,1.68035e-15,1.67459e-15,1.66885e-15,1.66312e-15,
6,2.36093e-15,2.35008e-15,2.34289e-15,2.33571e-15,2.32854e-15,2.32138e-15,2.31424e-15,2.30712e-15,2.30001e-15,2.29291e-15,2.28583e-15,2.27876e-15,2.27171e-15,2.26467e-15,2.25765e-15,2.25064e-15,2.24365e-15,2.23667e-15,2.2297e-15,2.22275e-15,2.21582e-15,2.20889e-15,2.20199e-15,2.19509e-15,2.18822e-15,2.18135e-15,2.1745e-15,2.16767e-15,2.16085e-15,2.15404e-15,2.14725e-15,2.14047e-15,2.1337e-15,2.12696e-15,2.12022e-15,2.1135e-15,2.10679e-15,2.1001e-15,2.09342e-15,2.08676e-15,2.08011e-15,2.07347e-15,2.06685e-15,2.06024e-15,2.05365e-15,2.04707e-15,2.0405e-15,2.03395e-15,2.02741e-15,2.02089e-15,2.01438e-15,2.00789e-15,2.00141e-15,1.99494e-15,1.98849e-15,1.98205e-15,1.97562e-15,1.96921e-15,1.96281e-15,1.95643e-15,1.95006e-15,1.9437e-15,1.93736e-15,1.93103e-15,1.92472e-15,1.91842e-15,1.91213e-15,1.90585e-15,1.8996e-15,1.89335e-15,1.88712e-15,1.8809e-15,1.87469e-15,1.8685e-15,1.86233e-15,1.85616e-15,1.85001e-15,1.84387e-15,1.83775e-15,1.83164e-15,1.82555e-15,1.81946e-15,1.8134e-15,1.80734e-15,1.8013e-15,1.79527e-15,1.78926e-15,1.78325e-15,1.77727e-15,1.77129e-15,1.76533e-15,1.75938e-15,1.75345e-15,1.74753e-15,1.74162e-15,1.73573e-15,1.72984e-15,1.72398e-15,1.71812e-15,1.71228e-15,1.70645e-15,1.70064e-15,1.69484e-15,1.68905e-15,1.68327e-15,1.67751e-15,1.67176e-15,1.66603e-15,1.66031e-15,1.6546e-15,1.6489e-15,1.64322e-15,1.63755e-15,1.63189e-15,1.62625e-15,
7,2.49825e-15,2.48698e-15,2.47951e-15,2.47205e-15,2.46461e-15,2.45717e-15,2.44976e-15,2.44236e-15,2.43497e-15,2.4276e-15,2.42024e-15,2.4129e-15,2.40558e-15,2.39826e-15,2.39097e-15,2.38368e-15,2.37642e-15,2.36917e-15,2.36193e-15,2.3547e-15,2.3475e-15,2.3403e-15,2.33312e-15,2.32596e-15,2.31881e-15,2.31168e-15,2.30456e-15,2.29745e-15,2.29036e-15,2.28328e-15,2.27622e-15,2.26918e-15,2.26214e-15,2.25513e-15,2.24812e-15,2.24113e-15,2.23416e-15,2.2272e-15,2.22025e-15,2.21332e-15,2.20641e-15,2.1995e-15,2.19262e-15,2.18574e-15,2.17888e-15,2.17204e-15,2.16521e-15,2.15839e-15,2.15159e-15,2.14481e-15,2.13803e-15,2.13127e-15,2.12453e-15,2.1178e-15,2.11108e-15,2.10438e-15,2.09769e-15,2.09102e-15,2.08436e-15,2.07772e-15,2.07109e-15,2.06447e-15,2.05787e-15,2.05128e-15,2.0447e-15,2.03814e-15,2.0316e-15,2.02507e-15,2.01855e-15,2.01204e-15,2.00555e-15,1.99908e-15,1.99261e-15,1.98617e-15,1.97973e-15,1.97331e-15,1.96691e-15,1.96051e-15,1.95413e-15,1.94777e-15,1.94142e-15,1.93508e-15,1.92876e-15,1.92245e-15,1.91615e-15,1.90987e-15,1.9036e-15,1.89735e-15,1.8911e-15,1.88488e-15,1.87866e-15,1.87246e-15,1.86628e-15,1.86011e-15,1.85395e-15,1.8478e-15,1.84167e-15,1.83555e-15,1.82945e-15,1.82336e-15,1.81728e-15,1.81121e-15,1.80516e-15,1.79913e-15,1.7931e-15,1.78709e-15,1.7811e-15,1.77511e-15,1.76914e-15,1.76319e-15,1.75724e-15,1.75132e-15,1.7454e-15,1.7395e-15,1.73361e-15,
8,2.50778e-15,2.49648e-15,2.48899e-15,2.48151e-15,2.47405e-15,2.4666e-15,2.45917e-15,2.45175e-15,2.44434e-15,2.43695e-15,2.42958e-15,2.42221e-15,2.41487e-15,2.40754e-15,2.40022e-15,2.39292e-15,2.38564e-15,2.37837e-15,2.37111e-15,2.36387e-15,2.35664e-15,2.34943e-15,2.34223e-15,2.33505e-15,2.32788e-15,2.32073e-15,2.31359e-15,2.30646e-15,2.29936e-15,2.29226e-15,2.28518e-15,2.27811e-15,2.27106e-15,2.26403e-15,2.25701e-15,2.25e-15,2.24301e-15,2.23603e-15,2.22906e-15,2.22211e-15,2.21518e-15,2.20826e-15,2.20135e-15,2.19446e-15,2.18759e-15,2.18072e-15,2.17387e-15,2.16704e-15,2.16022e-15,2.15342e-15,2.14662e-15,2.13985e-15,2.13309e-15,2.12634e-15,2.1196e-15,2.11288e-15,2.10618e-15,2.09949e-15,2.09281e-15,2.08615e-15,2.0795e-15,2.07286e-15,2.06624e-15,2.05964e-15,2.05304e-15,2.04647e-15,2.0399e-15,2.03335e-15,2.02682e-15,2.02029e-15,2.01379e-15,2.00729e-15,2.00081e-15,1.99435e-15,1.98789e-15,1.98146e-15,1.97503e-15,1.96862e-15,1.96223e-15,1.95584e-15,1.94947e-15,1.94312e-15,1.93678e-15,1.93045e-15,1.92414e-15,1.91784e-15,1.91155e-15,1.90528e-15,1.89902e-15,1.89278e-15,1.88655e-15,1.88033e-15,1.87413e-15,1.86794e-15,1.86176e-15,1.8556e-15,1.84945e-15,1.84331e-15,1.83719e-15,1.83108e-15,1.82499e-15,1.81891e-15,1.81284e-15,1.80679e-15,1.80075e-15,1.79472e-15,1.78871e-15,1.7827e-15,1.77672e-15,1.77074e-15,1.76478e-15,1.75884e-15,1.75291e-15,1.74699e-15,1.74108e-15,
9,2.52173e-15,2.51039e-15,2.50287e-15,2.49537e-15,2.48787e-15,2.4804e-15,2.47293e-15,2.46548e-15,2.45805e-15,2.45063e-15,2.44323e-15,2.43584e-15,2.42847e-15,2.42111e-15,2.41377e-15,2.40644e-15,2.39913e-15,2.39183e-15,2.38455e-15,2.37728e-15,2.37002e-15,2.36278e-15,2.35556e-15,2.34835e-15,2.34115e-15,2.33397e-15,2.32681e-15,2.31966e-15,2.31252e-15,2.3054e-15,2.29829e-15,2.2912e-15,2.28412e-15,2.27706e-15,2.27001e-15,2.26297e-15,2.25595e-15,2.24895e-15,2.24196e-15,2.23498e-15,2.22802e-15,2.22107e-15,2.21414e-15,2.20722e-15,2.20032e-15,2.19343e-15,2.18656e-15,2.17969e-15,2.17285e-15,2.16602e-15,2.1592e-15,2.1524e-15,2.14561e-15,2.13883e-15,2.13207e-15,2.12533e-15,2.11859e-15,2.11188e-15,2.10517e-15,2.09849e-15,2.09181e-15,2.08515e-15,2.0785e-15,2.07187e-15,2.06525e-15,2.05865e-15,2.05206e-15,2.04548e-15,2.03892e-15,2.03237e-15,2.02584e-15,2.01932e-15,2.01281e-15,2.00632e-15,1.99984e-15,1.99338e-15,1.98693e-15,1.98049e-15,1.97407e-15,1.96766e-15,1.96127e-15,1.95489e-15,1.94852e-15,1.94217e-15,1.93583e-15,1.9295e-15,1.92319e-15,1.9169e-15,1.91061e-15,1.90434e-15,1.89809e-15,1.89184e-15,1.88561e-15,1.8794e-15,1.8732e-15,1.86701e-15,1.86084e-15,1.85468e-15,1.84853e-15,1.8424e-15,1.83628e-15,1.83017e-15,1.82408e-15,1.818e-15,1.81193e-15,1.80588e-15,1.79984e-15,1.79382e-15,1.7878e-15,1.78181e-15,1.77582e-15,1.76985e-15,1.76389e-15,1.75795e-15,1.75202e-15,
